1481034635,42.5,22.3896,1,0.5
1481038235,39,42.388,0.25,0.5
1481041835,38.2,38.875904,0.125,0.5
1481045435,40.2,38.26468,0.05,0.5
1481049035,44.2,40.011,0.15,0.5
1481052635,41.1,44.0271,0.125,0.5
1481056235,40.5,41.1,0.1,0.5
1481059835,40,40.64,0.15,0.5
1481063435,39.1,40.0077,0.45,0.5
1481067035,39.1,39.1,0.425,0.5
1481070635,37.2,38.99019296,0.4,0.5
1481074235,40.8,38.99019296,0.325,0.5
1481077835,40.1,40.688,0.4,0.5
1481081435,43.5,40.03539,0.575,0.5
1481085035,36.9,43.48628,0.775,0.5
1481088635,33.4,36.69,0.025,0.5
1481092235,7,33.4,0.25,0.5
1481095835,6.6,7,0.275,0.5
1481099435,22.2,6.88,0.1,0.5
1481103035,22.9,22.179,0.05,0.5
1481106635,12,22.9,0.075,0.5
1481110235,4.7,11.72,0.125,0.5
1481113835,4.5,4.655677505,0.325,0.5
1481117435,22.6,22.6,0.275,0.5
1481121035,42.6,22.45272,0.375,0.5
1481124635,42.9,42.9,0.05,0.5
1481128235,39.4,39.4,0.25,0.5
1481131835,45.6,45.6,0,0.5
1481135435,41.7,38.99019296,0.05,0.5
1481139035,41.6,38.99019296,0.025,0.5
1481142635,39.5,41.6161,0,0.5
1481146235,37.2,39.4251,0.025,0.5
1481149835,40.1,37.211907,0.075,0.5
1481153435,37,40.054773,0.025,0.5
1481157035,39.8,37.1483349,0.1,0.5
1481160635,40.1,40.1,0.05,0.5
1481164235,44.8,44.8,0.425,0.5
1481167835,44.3,44.3,0,0.5
1481171435,36.8,36.8,0,0.5
1481175035,31.2,40.01483877,0.05,0.5
1481178635,5.2,40.01483877,0.075,0.5
1481182235,15.2,5.183852861,0.15,0.5
1481185835,22.9,15.2,0,0.5
1481189435,20.6,22.9,0,0.5
1481193035,4.8,20.6,0,0.5
1481196635,4.8,5.068697003,0,0.5
1481200235,4.8,4.988087902,0,0.5
1481203835,22.6,4.931661531,0,0.5
1481207435,45.3,42.8027,0.025,0.5
1481211035,44.4,44.4,0.05,0.5
1481214635,39.8,44.575,0.125,0.5
1481218235,43.2,44.575,0.075,0.5
1481221835,42.3,43.400396,0.075,0.5
1481225435,44.1,42.3616,0.075,0.5
1481229035,37.9,44.04897,0.075,0.5
1481232635,39.4,37.851,0.025,0.5
1481236235,35.8,39.41757,0.025,0.5
1481239835,38.2,35.73,0.075,0.5
1481243435,37.2,38.245276,0.125,0.5
1481247035,40.2,40.2,0.075,0.5
1481250635,41,41,0.1,0.5
1481254235,38.1,38.1,0.075,0.5
1481257835,38.4,38.4,0,0.5
1481261435,13.8,22.9,0.1,0.5
1481265035,9.5,22.9,0.1,0.5
1481268635,22,9.5,0.075,0.5
1481272235,20,22.1253,0,0.5
1481275835,11.5,20,0,0.5
1481279435,4.7,4.7,0,0.5
1481283035,4.7,4.7,0.025,0.5
1481286635,4.8,4.8,0.025,0.5
1481290235,22.8,22.8,0.025,0.5
1481293835,46.1,46.1,0.025,0.5
1481297435,39,39,0,0.5
1481301035,38.1,38.1,0.075,0.5
1481304635,43.7,42.8027,0.1,0.5
1481308235,47.1,47.1,0.075,0.5
1481311835,43.3,47.38,0.075,0.5
1481315435,40.7,47.38,0.2,0.5
1481319035,37.3,40.6916,0.025,0.5
1481322635,39,37.2046841,0,0.5
1481326235,36.5,38.99519455,0.125,0.5
1481329835,38.7,40.025271,0.15,0.5
1481333435,38.5,38.5,0.175,0.5
1481337035,40.3,40.3,0.075,0.5
1481340635,35.3,5.48275715,1,0.5
1481344235,15,5.48275715,1,0.5
1481347835,5.1,15.14,1,0.5
1481351435,5.3,4.95451415,0.25,0.5
1481355035,4.8,5.058159905,0.475,0.5
1481358635,19.2,19.2,0.075,0.5
1481362235,14.4,14.4,0.125,0.5
1481365835,4.7,19.2,0.325,0.5
1481369435,4.7,4.980711934,0.5,0.5
1481373035,4.8,4.678144718,0.95,0.5
1481376635,4.8,4.926498354,0.1,0.5
1481380235,25.4,4.888548848,0.175,0.5
1481383835,43.9,25.4,0.4,0.5
